intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,endDate,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,treasuryStock,otherAssets,cash,totalCurrentLiabilities,shortLongTermDebt,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,maxAge,longTermDebt,accountsPayable,symbol,goodWill,deferredLongTermAssetCharges,minorityInterest,deferredLongTermLiab
"20,767,000,000","24,825,000,000","811,672,000,000","61,660,000,000","24,765,000,000","873,825,000,000",,"6,000,000","4,557,000,000","31,263,000,000","744,038,000,000","5,566,000,000","397,548,000,000","15,421,000,000","47,958,000,000","1,756,000,000","23,982,000,000","561,000,000","29,976,000,000","424,973,000,000","61,660,000,000","6,243,000,000",,1,"19,087,000,000","6,558,000,000",PRU,,,"493,000,000",
21553000000,24782000000,793874000000,55010000000,20489000000,849324000000,1553990400,6000000,4407000000,30966000000,731425000000,-744000000,390256000000,14699000000,42364000000,1740000000,17218000000,527000000,29820000000,407168000000,55010000000,7279000000,,1,19534000000,5360000000,PRU,,,440000000,
21.55B,24.78B,793.87B,55.01B,20.49B,849.32B,2019-03-31,6M,4.41B,30.97B,731.42B,-744M,390.26B,14.7B,42.36B,1.74B,17.22B,527M,29.82B,407.17B,55.01B,7.28B,,1,19.53B,5.36B,PRU,,,440M,
"21,553,000,000","24,782,000,000","793,874,000,000","55,010,000,000","20,489,000,000","849,324,000,000",,"6,000,000","4,407,000,000","30,966,000,000","731,425,000,000","-744,000,000","390,256,000,000","14,699,000,000","42,364,000,000","1,740,000,000","17,218,000,000","527,000,000","29,820,000,000","407,168,000,000","55,010,000,000","7,279,000,000",,1,"19,534,000,000","5,360,000,000",PRU,,,"440,000,000",
22256000000,24828000000,766047000000,48617000000,8063000000,815078000000,1546214400,6000000,9611000000,30470000000,693563000000,-6687000000,361888000000,15353000000,54151000000,1656000000,10906000000,,34891000000,395180000000,47672000000,6684000000,,1,18333000000,29758000000,PRU,863000000,,414000000,1024000000
22.26B,24.83B,766.05B,48.62B,8.06B,815.08B,2018-12-31,6M,9.61B,30.47B,693.56B,-6.69B,361.89B,15.35B,54.15B,1.66B,10.91B,,34.89B,395.18B,47.67B,6.68B,,1,18.33B,29.76B,PRU,863M,,414M,1.02B
"22,256,000,000","24,828,000,000","766,047,000,000","48,617,000,000","8,063,000,000","815,078,000,000",,"6,000,000","9,611,000,000","30,470,000,000","693,563,000,000","-6,687,000,000","361,888,000,000","15,353,000,000","54,151,000,000","1,656,000,000","10,906,000,000",,"34,891,000,000","395,180,000,000","47,672,000,000","6,684,000,000",,1,"18,333,000,000","29,758,000,000",PRU,"863,000,000",,"414,000,000","1,024,000,000"
21751000000,24810000000,775666000000,46725000000,12931000000,822748000000,1538265600,6000000,4131000000,30005000000,723647000000,-8096000000,393770000000,12466000000,33668000000,1649000000,9150000000,,25641000000,381586000000,46725000000,5961000000,,1,18351000000,4512000000,PRU,,,357000000,
21.75B,24.81B,775.67B,46.73B,12.93B,822.75B,2018-09-30,6M,4.13B,30B,723.65B,-8.1B,393.77B,12.47B,33.67B,1.65B,9.15B,,25.64B,381.59B,46.73B,5.96B,,1,18.35B,4.51B,PRU,,,357M,
"21,751,000,000","24,810,000,000","775,666,000,000","46,725,000,000","12,931,000,000","822,748,000,000",,"6,000,000","4,131,000,000","30,005,000,000","723,647,000,000","-8,096,000,000","393,770,000,000","12,466,000,000","33,668,000,000","1,649,000,000","9,150,000,000",,"25,641,000,000","381,586,000,000","46,725,000,000","5,961,000,000",,1,"18,351,000,000","4,512,000,000",PRU,,,"357,000,000",
2616000000,,83251000000,25321000000,14545000000,108572000000,1561852800,23372000000,13625000000,36135000000,10089000000,-34186000000,5144000000,416000000,66309000000,,206000000,,25825000000,71044000000,21043000000,3487000000,8297000000,1,6458000000,51664000000,TRV,3943000000,,,
2.62B,,83.25B,25.32B,14.54B,108.57B,2019-06-30,23.37B,13.62B,36.13B,10.09B,-34.19B,5.14B,416M,66.31B,,206M,,25.82B,71.04B,21.04B,3.49B,8.3B,1,6.46B,51.66B,TRV,3.94B,,,
"2,616,000,000",,"83,251,000,000","25,321,000,000","14,545,000,000","108,572,000,000",,"23,372,000,000","13,625,000,000","36,135,000,000","10,089,000,000","-34,186,000,000","5,144,000,000","416,000,000","66,309,000,000",,"206,000,000",,"25,825,000,000","71,044,000,000","21,043,000,000","3,487,000,000","8,297,000,000",1,"6,458,000,000","51,664,000,000",TRV,"3,943,000,000",,,
2531000000,,82906000000,24340000000,14132000000,107246000000,1553990400,23243000000,13683000000,35795000000,9980000000,-34698000000,4911000000,357000000,65585000000,,-682000000,320000000,26081000000,69454000000,20050000000,4094000000,7947000000,1,6957000000,51353000000,TRV,3949000000,115000000,,
2.53B,,82.91B,24.34B,14.13B,107.25B,2019-03-31,23.24B,13.68B,35.8B,9.98B,-34.7B,4.91B,357M,65.58B,,-682M,320M,26.08B,69.45B,20.05B,4.09B,7.95B,1,6.96B,51.35B,TRV,3.95B,115M,,
"2,531,000,000",,"82,906,000,000","24,340,000,000","14,132,000,000","107,246,000,000",,"23,243,000,000","13,683,000,000","35,795,000,000","9,980,000,000","-34,698,000,000","4,911,000,000","357,000,000","65,585,000,000",,"-682,000,000","320,000,000","26,081,000,000","69,454,000,000","20,050,000,000","4,094,000,000","7,947,000,000",1,"6,957,000,000","51,353,000,000",TRV,"3,949,000,000","115,000,000",,
2465000000,,81339000000,22894000000,14860000000,104233000000,1546214400,23144000000,13779000000,35204000000,8858000000,-35454000000,4789000000,373000000,66017000000,100000000,-1859000000,,25655000000,67387000000,18612000000,3985000000,7518000000,1,6464000000,51057000000,TRV,3937000000,445000000,,
2.46B,,81.34B,22.89B,14.86B,104.23B,2018-12-31,23.14B,13.78B,35.2B,8.86B,-35.45B,4.79B,373M,66.02B,100M,-1.86B,,25.66B,67.39B,18.61B,3.98B,7.52B,1,6.46B,51.06B,TRV,3.94B,445M,,
"2,465,000,000",,"81,339,000,000","22,894,000,000","14,860,000,000","104,233,000,000",,"23,144,000,000","13,779,000,000","35,204,000,000","8,858,000,000","-35,454,000,000","4,789,000,000","373,000,000","66,017,000,000","100,000,000","-1,859,000,000",,"25,655,000,000","67,387,000,000","18,612,000,000","3,985,000,000","7,518,000,000",1,"6,464,000,000","51,057,000,000",TRV,"3,937,000,000","445,000,000",,
2537000000,,81930000000,22460000000,13979000000,104390000000,1538265600,23089000000,13784000000,34799000000,10539000000,-35428000000,5211000000,359000000,64927000000,,-2003000000,,26219000000,66465000000,18151000000,4437000000,7639000000,1,6464000000,50848000000,TRV,3958000000,521000000,,
2.54B,,81.93B,22.46B,13.98B,104.39B,2018-09-30,23.09B,13.78B,34.8B,10.54B,-35.43B,5.21B,359M,64.93B,,-2B,,26.22B,66.47B,18.15B,4.44B,7.64B,1,6.46B,50.85B,TRV,3.96B,521M,,
"2,537,000,000",,"81,930,000,000","22,460,000,000","13,979,000,000","104,390,000,000",,"23,089,000,000","13,784,000,000","34,799,000,000","10,539,000,000","-35,428,000,000","5,211,000,000","359,000,000","64,927,000,000",,"-2,003,000,000",,"26,219,000,000","66,465,000,000","18,151,000,000","4,437,000,000","7,639,000,000",1,"6,464,000,000","50,848,000,000",TRV,"3,958,000,000","521,000,000",,
2301900000,2335600000,56390600000,9453100000,759500000,65843700000,1561852800,30600000,5556000000,10308900000,52170800000,-3222000000,6675900000,60800000,761100000,1600000,-242500000,667600000,8700400000,47147800000,9103000000,1367200000,1716400000,1,3341200000,,UNM,350100000,,,
2.3B,2.34B,56.39B,9.45B,759.5M,65.84B,2019-06-30,30.6M,5.56B,10.31B,52.17B,-3.22B,6.68B,60.8M,761.1M,1.6M,-242.5M,667.6M,8.7B,47.15B,9.1B,1.37B,1.72B,1,3.34B,,UNM,350.1M,,,
"2,301,900,000","2,335,600,000","56,390,600,000","9,453,100,000","759,500,000","65,843,700,000",,"30,600,000","5,556,000,000","10,308,900,000","52,170,800,000","-3,222,000,000","6,675,900,000","60,800,000","761,100,000","1,600,000","-242,500,000","667,600,000","8,700,400,000","47,147,800,000","9,103,000,000","1,367,200,000","1,716,400,000",1,"3,341,200,000",,UNM,"350,100,000",,,
2298200000,2328500000,54861200000,9060500000,743500000,63921700000,1553990400,30500000,5459900000,10083100000,51033100000,-3381600000,6725000000,62100000,747300000,3800000,-502300000,664200000,8428600000,45454700000,8709500000,1194400000,1712200000,1,2958700000,,UNM,351000000,30200000,,
2.3B,2.33B,54.86B,9.06B,743.5M,63.92B,2019-03-31,30.5M,5.46B,10.08B,51.03B,-3.38B,6.72B,62.1M,747.3M,3.8M,-502.3M,664.2M,8.43B,45.45B,8.71B,1.19B,1.71B,1,2.96B,,UNM,351M,30.2M,,
"2,298,200,000","2,328,500,000","54,861,200,000","9,060,500,000","743,500,000","63,921,700,000",,"30,500,000","5,459,900,000","10,083,100,000","51,033,100,000","-3,381,600,000","6,725,000,000","62,100,000","747,300,000","3,800,000","-502,300,000","664,200,000","8,428,600,000","45,454,700,000","8,709,500,000","1,194,400,000","1,712,200,000",1,"2,958,700,000",,UNM,"351,000,000","30,200,000",,
2406100000,2321700000,53253800000,8621800000,579300000,61875600000,1546214400,30500000,5353000000,9863100000,49698000000,-3593500000,6858000000,94000000,584500000,5200000,-814200000,546900000,8030600000,43683700000,8271500000,968100000,1615500000,1,2971300000,,UNM,350300000,109900000,,
2.41B,2.32B,53.25B,8.62B,579.3M,61.88B,2018-12-31,30.5M,5.35B,9.86B,49.7B,-3.59B,6.86B,94M,584.5M,5.2M,-814.2M,546.9M,8.03B,43.68B,8.27B,968.1M,1.62B,1,2.97B,,UNM,350.3M,109.9M,,
"2,406,100,000","2,321,700,000","53,253,800,000","8,621,800,000","579,300,000","61,875,600,000",,"30,500,000","5,353,000,000","9,863,100,000","49,698,000,000","-3,593,500,000","6,858,000,000","94,000,000","584,500,000","5,200,000","-814,200,000","546,900,000","8,030,600,000","43,683,700,000","8,271,500,000","968,100,000","1,615,500,000",1,"2,971,300,000",,UNM,"350,300,000","109,900,000",,
2276900000,2314300000,53731600000,8518200000,719200000,62249800000,1538265600,30500000,5367000000,9670800000,50021600000,-3497400000,6829900000,214200000,726500000,7300000,-868500000,521000000,8531400000,43744600000,8172200000,1238200000,1712000000,1,2983500000,,UNM,346000000,157400000,,
2.28B,2.31B,53.73B,8.52B,719.2M,62.25B,2018-09-30,30.5M,5.37B,9.67B,50.02B,-3.5B,6.83B,214.2M,726.5M,7.3M,-868.5M,521M,8.53B,43.74B,8.17B,1.24B,1.71B,1,2.98B,,UNM,346M,157.4M,,
"2,276,900,000","2,314,300,000","53,731,600,000","8,518,200,000","719,200,000","62,249,800,000",,"30,500,000","5,367,000,000","9,670,800,000","50,021,600,000","-3,497,400,000","6,829,900,000","214,200,000","726,500,000","7,300,000","-868,500,000","521,000,000","8,531,400,000","43,744,600,000","8,172,200,000","1,238,200,000","1,712,000,000",1,"2,983,500,000",,UNM,"346,000,000","157,400,000",,
3055000000,10644000000,24934000000,10090000000,15416000000,35166000000,1561852800,,14803000000,1442000000,2481000000,-1996000000,1406000000,812000000,17204000000,187000000,-1993000000,1897000000,18333000000,21000000,-3419000000,,2585000000,1,4284000000,793000000,WLTW,10454000000,71000000,142000000,59000000
3.06B,10.64B,24.93B,10.09B,15.42B,35.17B,2019-06-30,,14.8B,1.44B,2.48B,-2B,1.41B,812M,17.2B,187M,-1.99B,1.9B,18.33B,21M,-3.42B,,2.58B,1,4.28B,793M,WLTW,10.45B,71M,142M,59M
"3,055,000,000","10,644,000,000","24,934,000,000","10,090,000,000","15,416,000,000","35,166,000,000",,,"14,803,000,000","1,442,000,000","2,481,000,000","-1,996,000,000","1,406,000,000","812,000,000","17,204,000,000","187,000,000","-1,993,000,000","1,897,000,000","18,333,000,000","21,000,000","-3,419,000,000",,"2,585,000,000",1,"4,284,000,000","793,000,000",WLTW,"10,454,000,000","71,000,000","142,000,000","59,000,000"
3187000000,10630000000,25651000000,10092000000,16066000000,35893000000,1553990400,,15129000000,1439000000,2493000000,-1977000000,1327000000,992000000,17654000000,187000000,-1974000000,1903000000,19020000000,,-3551000000,,2490000000,1,4518000000,688000000,WLTW,10456000000,,150000000,
3.19B,10.63B,25.65B,10.09B,16.07B,35.89B,2019-03-31,,15.13B,1.44B,2.49B,-1.98B,1.33B,992M,17.65B,187M,-1.97B,1.9B,19.02B,,-3.55B,,2.49B,1,4.52B,688M,WLTW,10.46B,,150M,
"3,187,000,000","10,630,000,000","25,651,000,000","10,092,000,000","16,066,000,000","35,893,000,000",,,"15,129,000,000","1,439,000,000","2,493,000,000","-1,977,000,000","1,327,000,000","992,000,000","17,654,000,000","187,000,000","-1,974,000,000","1,903,000,000","19,020,000,000",,"-3,551,000,000",,"2,490,000,000",1,"4,518,000,000","688,000,000",WLTW,"10,456,000,000",,"150,000,000",
3318000000,9420000000,22388000000,9852000000,13326000000,32385000000,1546214400,,12806000000,1021000000,2669000000,-589000000,1210000000,1033000000,15301000000,186000000,-589000000,942000000,16420000000,30000000,-3931000000,,2445000000,1,4389000000,163000000,WLTW,10465000000,59000000,145000000,46000000
3.32B,9.42B,22.39B,9.85B,13.33B,32.38B,2018-12-31,,12.81B,1.02B,2.67B,-589M,1.21B,1.03B,15.3B,186M,-589M,942M,16.42B,30M,-3.93B,,2.44B,1,4.39B,163M,WLTW,10.46B,59M,145M,46M
"3,318,000,000","9,420,000,000","22,388,000,000","9,852,000,000","13,326,000,000","32,385,000,000",,,"12,806,000,000","1,021,000,000","2,669,000,000","-589,000,000","1,210,000,000","1,033,000,000","15,301,000,000","186,000,000","-589,000,000","942,000,000","16,420,000,000","30,000,000","-3,931,000,000",,"2,445,000,000",1,"4,389,000,000","163,000,000",WLTW,"10,465,000,000","59,000,000","145,000,000","46,000,000"
3429000000,10577000000,22851000000,10049000000,13904000000,33041000000,1538265600,,13321000000,1102000000,2798000000,-1630000000,1447000000,931000000,15555000000,186000000,-1627000000,944000000,16756000000,8000000,-3837000000,,2340000000,1,4498000000,679000000,WLTW,10457000000,66000000,141000000,50000000
3.43B,10.58B,22.85B,10.05B,13.9B,33.04B,2018-09-30,,13.32B,1.1B,2.8B,-1.63B,1.45B,931M,15.55B,186M,-1.63B,944M,16.76B,8M,-3.84B,,2.34B,1,4.5B,679M,WLTW,10.46B,66M,141M,50M
"3,429,000,000","10,577,000,000","22,851,000,000","10,049,000,000","13,904,000,000","33,041,000,000",,,"13,321,000,000","1,102,000,000","2,798,000,000","-1,630,000,000","1,447,000,000","931,000,000","15,555,000,000","186,000,000","-1,627,000,000","944,000,000","16,756,000,000","8,000,000","-3,837,000,000",,"2,340,000,000",1,"4,498,000,000","679,000,000",WLTW,"10,457,000,000","66,000,000","141,000,000","50,000,000"
8588000000,,303804000000,18455000000,2284000000,322259000000,1561852800,5241000000,21151000000,8878000000,293100000000,4336000000,179231000000,3314000000,4380000000,300000000,4336000000,348000000,29540000000,102774000000,16677000000,,553000000,1,6126000000,1796000000,LNC,1778000000,,,
8.59B,,303.8B,18.45B,2.28B,322.26B,2019-06-30,5.24B,21.15B,8.88B,293.1B,4.34B,179.23B,3.31B,4.38B,300M,4.34B,348M,29.54B,102.77B,16.68B,,553M,1,6.13B,1.8B,LNC,1.78B,,,
"8,588,000,000",,"303,804,000,000","18,455,000,000","2,284,000,000","322,259,000,000",,"5,241,000,000","21,151,000,000","8,878,000,000","293,100,000,000","4,336,000,000","179,231,000,000","3,314,000,000","4,380,000,000","300,000,000","4,336,000,000","348,000,000","29,540,000,000","102,774,000,000","16,677,000,000",,"553,000,000",1,"6,126,000,000","1,796,000,000",LNC,"1,778,000,000",,,
9441000000,,297882000000,16417000000,1915000000,314299000000,1553990400,5285000000,21186000000,8679000000,287810000000,2453000000,175051000000,1593000000,3977000000,300000000,2453000000,374000000,26700000000,100955000000,14639000000,,607000000,1,5891000000,1762000000,LNC,1778000000,,,
9.44B,,297.88B,16.42B,1.92B,314.3B,2019-03-31,5.29B,21.19B,8.68B,287.81B,2.45B,175.05B,1.59B,3.98B,300M,2.45B,374M,26.7B,100.95B,14.64B,,607M,1,5.89B,1.76B,LNC,1.78B,,,
"9,441,000,000",,"297,882,000,000","16,417,000,000","1,915,000,000","314,299,000,000",,"5,285,000,000","21,186,000,000","8,679,000,000","287,810,000,000","2,453,000,000","175,051,000,000","1,593,000,000","3,977,000,000","300,000,000","2,453,000,000","374,000,000","26,700,000,000","100,955,000,000","14,639,000,000",,"607,000,000",1,"5,891,000,000","1,762,000,000",LNC,"1,778,000,000",,,
11525000000,,283797000000,14350000000,1308000000,298147000000,1546214400,5392000000,28571000000,8551000000,274262000000,407000000,155026000000,2345000000,3048000000,,407000000,,33436000000,96378000000,11909000000,,570000000,1,6123000000,1740000000,LNC,1782000000,,,248000000
11.53B,,283.8B,14.35B,1.31B,298.15B,2018-12-31,5.39B,28.57B,8.55B,274.26B,407M,155.03B,2.35B,3.05B,,407M,,33.44B,96.38B,11.91B,,570M,1,6.12B,1.74B,LNC,1.78B,,,248M
"11,525,000,000",,"283,797,000,000","14,350,000,000","1,308,000,000","298,147,000,000",,"5,392,000,000","28,571,000,000","8,551,000,000","274,262,000,000","407,000,000","155,026,000,000","2,345,000,000","3,048,000,000",,"407,000,000",,"33,436,000,000","96,378,000,000","11,909,000,000",,"570,000,000",1,"6,123,000,000","1,740,000,000",LNC,"1,782,000,000",,,"248,000,000"
10621000000,,288780000000,15070000000,1784000000,303850000000,1538265600,5619000000,21872000000,8615000000,279072000000,836000000,170631000000,1460000000,3517000000,,836000000,,25364000000,95477000000,13313000000,,592000000,1,6191000000,1733000000,LNC,1757000000,,,
10.62B,,288.78B,15.07B,1.78B,303.85B,2018-09-30,5.62B,21.87B,8.62B,279.07B,836M,170.63B,1.46B,3.52B,,836M,,25.36B,95.48B,13.31B,,592M,1,6.19B,1.73B,LNC,1.76B,,,
"10,621,000,000",,"288,780,000,000","15,070,000,000","1,784,000,000","303,850,000,000",,"5,619,000,000","21,872,000,000","8,615,000,000","279,072,000,000","836,000,000","170,631,000,000","1,460,000,000","3,517,000,000",,"836,000,000",,"25,364,000,000","95,477,000,000","13,313,000,000",,"592,000,000",1,"6,191,000,000","1,733,000,000",LNC,"1,757,000,000",,,
681000000,3612000000,59883000000,19514000000,4659000000,82277000000,1561852800,3000000,,16374000000,20685000000,-475000000,5368000000,440000000,27040000000,96000000,3000000,16136000000,13297000000,46027000000,18746000000,4689000000,8144000000,1,11456000000,21729000000,L,768000000,,2880000000,2678000000
681M,3.61B,59.88B,19.51B,4.66B,82.28B,2019-06-30,3M,,16.37B,20.68B,-475M,5.37B,440M,27.04B,96M,3M,16.14B,13.3B,46.03B,18.75B,4.69B,8.14B,1,11.46B,21.73B,L,768M,,2.88B,2.68B
"681,000,000","3,612,000,000","59,883,000,000","19,514,000,000","4,659,000,000","82,277,000,000",,"3,000,000",,"16,374,000,000","20,685,000,000","-475,000,000","5,368,000,000","440,000,000","27,040,000,000","96,000,000","3,000,000","16,136,000,000","13,297,000,000","46,027,000,000","18,746,000,000","4,689,000,000","8,144,000,000",1,"11,456,000,000","21,729,000,000",L,"768,000,000",,"2,880,000,000","2,678,000,000"
664000000,3607000000,58547000000,19037000000,4430000000,80449000000,1553990400,3000000,,16144000000,19916000000,-717000000,5248000000,339000000,26697000000,133000000,-390000000,16036000000,12915000000,44904000000,18355000000,4487000000,8012000000,1,11229000000,21836000000,L,682000000,,2865000000,2576000000
664M,3.61B,58.55B,19.04B,4.43B,80.45B,2019-03-31,3M,,16.14B,19.92B,-717M,5.25B,339M,26.7B,133M,-390M,16.04B,12.91B,44.9B,18.36B,4.49B,8.01B,1,11.23B,21.84B,L,682M,,2.87B,2.58B
"664,000,000","3,607,000,000","58,547,000,000","19,037,000,000","4,430,000,000","80,449,000,000",,"3,000,000",,"16,144,000,000","19,916,000,000","-717,000,000","5,248,000,000","339,000,000","26,697,000,000","133,000,000","-390,000,000","16,036,000,000","12,915,000,000","44,904,000,000","18,355,000,000","4,487,000,000","8,012,000,000",1,"11,229,000,000","21,836,000,000",L,"682,000,000",,"2,865,000,000","2,576,000,000"
1244000000,3627000000,56930000000,18518000000,4183000000,78316000000,1546214400,3000000,4820000000,15773000000,19345000000,-885000000,4033000000,405000000,26226000000,17000000,-880000000,15511000000,12391000000,44472000000,17242000000,3869000000,3140000000,1,11359000000,21984000000,L,665000000,37000000,2868000000,2513000000
1.24B,3.63B,56.93B,18.52B,4.18B,78.32B,2018-12-31,3M,4.82B,15.77B,19.34B,-885M,4.03B,405M,26.23B,17M,-880M,15.51B,12.39B,44.47B,17.24B,3.87B,3.14B,1,11.36B,21.98B,L,665M,37M,2.87B,2.51B
"1,244,000,000","3,627,000,000","56,930,000,000","18,518,000,000","4,183,000,000","78,316,000,000",,"3,000,000","4,820,000,000","15,773,000,000","19,345,000,000","-885,000,000","4,033,000,000","405,000,000","26,226,000,000","17,000,000","-880,000,000","15,511,000,000","12,391,000,000","44,472,000,000","17,242,000,000","3,869,000,000","3,140,000,000",1,"11,359,000,000","21,984,000,000",L,"665,000,000","37,000,000","2,868,000,000","2,513,000,000"
654000000,3813000000,56839000000,18952000000,4295000000,78725000000,1538265600,3000000,,16790000000,19269000000,-1654000000,4845000000,571000000,26259000000,149000000,-758000000,15467000000,12393000000,44709000000,18295000000,3794000000,7836000000,1,11311000000,21604000000,L,657000000,,2934000000,2500000000
654M,3.81B,56.84B,18.95B,4.29B,78.72B,2018-09-30,3M,,16.79B,19.27B,-1.65B,4.84B,571M,26.26B,149M,-758M,15.47B,12.39B,44.71B,18.3B,3.79B,7.84B,1,11.31B,21.6B,L,657M,,2.93B,2.5B
"654,000,000","3,813,000,000","56,839,000,000","18,952,000,000","4,295,000,000","78,725,000,000",,"3,000,000",,"16,790,000,000","19,269,000,000","-1,654,000,000","4,845,000,000","571,000,000","26,259,000,000","149,000,000","-758,000,000","15,467,000,000","12,393,000,000","44,709,000,000","18,295,000,000","3,794,000,000","7,836,000,000",1,"11,311,000,000","21,604,000,000",L,"657,000,000",,"2,934,000,000","2,500,000,000"
